index,year,PICK,round,round_pick,TEAM,PLAYER,YEARS,TOTALS_G,TOTALS_MP,final_season,ADVANCED_WS,ADVANCED_WS/48,ADVANCED_BPM,ADVANCED_VORP,MVP_Votes,First_MVP,RotY_Votes,RotY,DPOY_Votes,First_DPOY,SMotY_Votes,First_SMotY,MIP_Votes,First_MIP,all_nba_votes,all_defense_votes,all_rookie_votes,all_first,all_second,all_third,all_races,def_first,def_second,mvp,rookie,retired,rookie_first,rookie_second,dcn_past_retirement,dcn_YEARS,dcn_TOTALS_G,dcn_TOTALS_MP,dcn_ADVANCED_WS,dcn_ADVANCED_WS/48,dcn_MVP_Votes,dcn_RotY_Votes,dcn_DPOY_Votes,dcn_SMotY_Votes,dcn_MIP_Votes,dcn_all_nba_votes,dcn_all_defense_votes,dcn_all_rookie_votes,pn_past_retirement,pn_YEARS,pn_TOTALS_G,pn_TOTALS_MP,pn_ADVANCED_WS,pn_ADVANCED_WS/48,pn_MVP_Votes,pn_RotY_Votes,pn_DPOY_Votes,pn_SMotY_Votes,pn_MIP_Votes,pn_all_nba_votes,pn_all_defense_votes,pn_all_rookie_votes,pn_YEARS_ma,dcn_YEARS_ma,pn_TOTALS_G_ma,dcn_TOTALS_G_ma,pn_TOTALS_MP_ma,dcn_TOTALS_MP_ma,pn_ADVANCED_WS_ma,dcn_ADVANCED_WS_ma,pn_ADVANCED_WS/48_ma,dcn_ADVANCED_WS/48_ma,pn_MVP_Votes_ma,dcn_MVP_Votes_ma,pn_RotY_Votes_ma,dcn_RotY_Votes_ma,pn_DPOY_Votes_ma,dcn_DPOY_Votes_ma,pn_SMotY_Votes_ma,dcn_SMotY_Votes_ma,pn_MIP_Votes_ma,dcn_MIP_Votes_ma,pn_all_nba_votes_ma,dcn_all_nba_votes_ma,pn_all_defense_votes_ma,dcn_all_defense_votes_ma,pn_all_rookie_votes_ma,dcn_all_rookie_votes_ma,rookie_first_ma,rookie_second_ma,dcn_past_retirement_ma,pn_past_retirement_ma,exists
0,1995,1,1,1,GSW,Joe Smith,16,1030.0,27022.0,2011,60.3,0.107,-1.5,3.0,0.0,0,15.0,0,0.0,0,0.0,0,8.0,0,0.0,0.0,54.0,,,,,,,,first,True,True,False,1,1.4954556180838896,1.5111976988323736,1.335193744158705,0.929015319012747,0.5290522958050153,0.0,-0.13013015836669173,0.0,0.0,-0.3531148060718515,0.0,0.0,1.314471348777097,1,0.990506545008748,1.0541749622838212,0.4939125422372053,0.004956506228583037,-0.2530125521884913,0.0,-1.3696770673564576,0.0,0.0,-0.5250934146647185,0.0,0.0,-0.5855609836050385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
58,1996,1,1,1,PHI,Allen Iverson,14,914.0,37584.0,2010,99.0,0.126,3.2,49.6,1926.0,2001,44.0,1997,40.0,0,0.0,0,0.0,0,1817.0,44.0,55.0,"1999,2005","2002,2003",2006,"1997,1998,1999,2002,2003,2004,2005,2006,2007",,,"1997,1999,2000,2001,2002,2003,2005,2006",first,True,True,False,1,0.9443496683693529,1.0273784077352144,1.758891187075599,1.5656573287925526,0.9003124045297322,0.28695815031942423,1.2114264635292982,-0.5503390834562123,0.0,0.0,0.4290567583415258,-0.2930658213398793,1.3115775327988268,1,0.6167304902884658,0.7496316392929779,1.2551418244653336,0.6237203483129771,0.07401047444969498,0.08553444095061781,-1.2340376910644986,-0.622196660078315,0.0,0.0,0.4177712200208168,-0.4969347927599194,-0.5733705539391762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
116,1997,1,1,1,SAS,Tim Duncan,19,1392.0,47368.0,2016,206.4,0.209,5.6,91.1,5238.0,2002,113.0,1998,553.0,0,0.0,0,0.0,0,6226.0,605.0,56.0,"1998,1999,2000,2001,2002,2004,2005,2007,2013","2006,2008,2009","2010,2015","1998,1999,2000,2001,2002,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016","1999,2000,2001,2002,2003,2005,2007,2008","1998,2004,2006,2009,2010,2013,2015","1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2012,2013,2014,2015",first,True,True,False,1,2.306074048065366,2.813351670615718,3.6012749766138987,4.9226877181885,2.129683346038636,1.4757203223006143,1.1541070145475025,1.788843354394574,0.0,0.0,1.6901777378643519,2.6455920715624788,1.574486373648836,1,1.5511706270891714,2.0045601598931766,1.9602987357813728,2.340909925570443,1.5025847487112451,1.1796434396344564,-0.9113095198870789,0.28435013899783573,0.0,0.0,2.9341008772227037,1.8181123908187435,-0.5611801242733141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
173,1998,1,1,1,LAC,Michael Olowokandi,9,500.0,13129.0,2007,2.5,0.009,-4.6,-8.5,0.0,0,0.0,0,0.0,0,0.0,0,4.0,0,2.0,0.0,22.0,,,,2002,,,,second,True,False,True,1,0.1635905326065008,0.14305150340114586,0.1414949334376839,-0.5566917096928737,-0.3346488383286913,0.0,0.0,0.0,0.0,-0.4225781967019526,-0.44022831904437093,0.0,-0.23032274070532052,0,-0.31770964651223976,-0.33727297896744546,-0.5073900915438385,-0.9191920744556024,-1.9397629001117678,0.0,0.0,0.0,0.0,-0.602733686093743,-0.6180959443750609,0.0,-0.9756547329126307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
231,1999,1,1,1,CHI,Elton Brand,17,1058.0,34910.0,2016,109.6,0.151,2.2,37.3,51.0,0,58.0,2000,3.0,0,0.0,0,11.0,0,359.0,4.0,56.0,,2006,,"2002,2003,2004,2005,2006,2007",,,"2002,2006",first,True,True,False,1,1.6983168331797724,1.5187365296207913,1.745680976443602,2.0991445799509587,1.2125210887516644,1.470768155083781,1.2900352749509656,-0.6052741663150429,0.0,-0.2533116316102074,2.1128357749083966,-0.5021046269174029,1.3238322634040518,1,1.1773945723688892,1.127685419557473,1.0624200766260972,0.7932008838709764,0.5043039305525715,-0.533866033847751,-1.1685566128545872,-0.6875811270682128,0.0,-0.46686321109295015,-0.41434686575835106,-0.6620005455997529,-0.5611801242733141,0.803618517648607,1.3215573400609764,0.9197558404120005,1.4027431620410487,0.852876617513234,1.716507163545898,0.5687191179054755,1.791962647250377,-0.022375259717349504,0.8873840593592714,0.14626236934746464,0.6466893255407639,-0.9367161782325244,0.7050877189322149,-0.20508552962973842,0.12664602092466376,0.0,0.0,-0.3189380623702823,-0.20580092687680232,0.4638858574220217,0.7583683904139806,0.13183541049181424,0.37008432466103935,-0.6513893038006947,1.058808955584698,0.8,0.2,1.0,0.8,1
289,2000,1,1,1,BRK,Kenyon Martin,15,757.0,23134.0,2015,48.0,0.1,0.1,12.1,0.0,0,36.0,0,9.0,0,0.0,0,3.0,0,2.0,26.0,54.0,,,,"2004,2005",,,,first,True,True,False,1,1.6087760429430313,1.218450332781111,1.6822934674926597,1.9212585625770453,0.7043444793005765,0.0,0.1971485794522456,0.8006407690254355,0.0,-0.5323185234996818,-0.5637004403031675,1.6767103466350013,1.8496155561197627,1,0.8036185176486069,0.3374480038657159,0.21369483258913086,-0.19170486993777472,-0.3734947198972966,0.0,-1.2714554500415907,-0.6769782405293104,0.0,-0.6221437539509992,-0.6180959443750609,-0.5712143815378444,-0.5855609836050385,0.7662409121765787,1.3442214250328048,0.7764104487283796,1.3441936888307962,0.7968330755836192,1.7859271082126889,0.5293868426722039,1.9904112959632365,-0.04647169325911057,0.9224424960583836,0.14626236934746464,0.6466893255407639,-0.9170718547695511,0.7705434664960024,-0.3404811777356005,0.28677417472975086,0.0,0.0,-0.33834813022753846,-0.24164167036236836,0.34026666854700954,0.6456283023533471,0.017592534184245355,0.7054263939880396,-0.6513893038006947,1.1658377970532314,0.8,0.2,1.0,0.8,1
347,2001,1,1,1,WAS,Kwame Brown,12,607.0,13389.0,2013,20.8,0.074,-2.4,-1.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,2.0,,,,,,,,none,True,False,False,1,0.6661909400439496,0.3468590561610993,0.11491582327373391,-0.19591555891746232,0.2701235322908367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7709594584838178,1,0.24295443556818358,-0.05635801724313314,-0.4886512529356854,-0.626598319671509,-0.8209999142442884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2194633262298757,0.6914857012325223,1.2885896793677243,0.6152125174211573,1.208089818515973,0.44807446010341545,1.4571320354523156,0.27932310907530666,1.6380967184212334,-0.22547377099790725,0.7964047216106044,0.12915548115734107,0.5892976954768792,-0.6702643165566513,0.5282581737901427,-0.2160418457199375,0.39684199142099336,0.0,0.0,-0.3383481302275385,-0.24164167036236836,0.25671242454284615,0.559816950685042,0.11697949273622923,0.7640395582560154,-0.7806078582588346,0.7493303987967023,0.6,0.2,1.0,0.8,1
404,2002,1,1,1,HOU,Yao Ming,8,486.0,15818.0,2010,65.9,0.2,3.2,20.7,2.0,0,405.0,0,1.0,0,0.0,0,21.0,0,1019.0,7.0,56.0,,"2007,2009","2006,2008","2006,2007,2008,2009",,,"2004,2009",first,True,True,False,1,0.25707550854728606,0.3205761104574815,0.7181096855691556,1.78791292874923,2.5758264646978026,-0.6417376962540444,1.3565697746471124,-0.5193145163323752,0.0,-0.3275452290047306,1.2552751273038143,-0.2092192556959711,1.429269380415704,0,-0.5045976738723809,-0.37402820760427136,-0.3135872568618241,0.09449339293846964,1.34767910451421,-0.5500530329224816,0.4544386827767841,-0.6911154225811803,0.0,-0.27276253252038885,-0.037667896887122826,-0.6496206141367653,-0.5611801242733141,0.2803320410402118,0.878789971464108,0.13949484392166775,0.7095347064843258,-0.006702738425223997,0.880498977243367,-0.16996019745108798,1.0111417605333795,-0.2564548998373143,0.8856333453424377,-0.21678381335404656,0.16580609176594732,-0.3971146760238788,0.5687507258100648,-0.41113495803574074,-0.06478958272439654,0.0,0.0,-0.39290063673161624,-0.30715071616331446,-0.33764133027911913,0.4728364285729344,-0.37656710825487255,0.19307729280432548,-0.7806078582588346,0.720287000150076,0.6,0.2,1.0,0.6,1
461,2003,1,1,1,CLE,LeBron James,23,1597.0,60206.0,2026,274.1,0.219,8.4,158.0,10510.0,2009,508.0,2004,534.0,0,0.0,0,69.0,0,5659.0,486.0,56.0,"2008,2010,2014,2015,2016,2017,2018,2020","2021,2025","2019,2022,2023,2024","2004,2008,2010,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025","2009,2010,2011,2012,2013",2014,"2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2025",first,False,True,False,1,2.418280874537618,2.5611316709366045,3.5570665758804063,4.993593302419636,1.6033257241586827,1.4957374213123378,1.2294918518273776,1.9956210332874624,0.0,0.07310454334108685,2.730941337807338,3.124882957220233,1.5567030575997498,1,2.298722736529736,2.5427617220752703,2.885564928287026,3.4233469309738918,1.674702131152396,2.921232401307523,0.9361923296068454,0.25077433162464496,0.0,0.6589207246279055,2.610499399419694,1.3270417761202393,-0.5611801242733141,0.803618517648607,1.3297280398503315,0.7155017841302109,1.1931507399914174,0.6718882655409489,1.5636133057319115,0.6985476036348108,2.1211987629558817,0.46643810641551847,1.2732282578399126,0.36746266690745805,0.46495357602841486,-0.20987621010250965,0.8146490961755403,-0.36098009171081175,0.33433462393309593,0.0,0.0,-0.14056975458728654,-0.2080141681547066,0.30807773847983183,1.107070359943276,-0.11115875303082468,0.818053884248372,-0.6977129365309713,1.07769215981109,0.8,0.0,1.0,0.8,1
519,2004,1,1,1,ORL,Dwight Howard,18,1242.0,39457.0,2022,141.7,0.172,1.9,39.0,1522.0,0,161.0,0,1954.0,2009,1.0,0,14.0,0,2765.0,283.0,58.0,"2008,2009,2011,2012",2014,"2007,2013","2006,2007,2008,2009,2011,2012,2013,2014,2016,2018","2009,2010,2011,2012",2008,"2008,2009,2010,2011,2012",first,True,True,False,1,1.7420799459015373,2.0164933692708407,2.3803648042643792,3.646736621221143,1.7368631432670532,0.7071067811865475,-0.11999652260013931,2.6419465204269,-0.6157130974717223,-0.5423286142683612,2.833472075371303,0.9997779245692878,1.6886666809989328,1,1.3642825997290302,1.6107541387843278,1.3901335349002213,1.3064391094758614,0.8657504336789877,-0.04792571468593738,-0.6868029660245261,2.760124145831534,-0.7071067811865476,-0.40863300752118176,0.9588191934903991,0.48933308045808493,-0.5367992649415896,0.8409961231206353,1.3384806623946843,0.8121155279755818,1.2927021079214274,0.7374309571957738,1.690550071296067,0.8011952487557877,2.4307171712099183,0.5387274070408017,1.3780966687429903,0.46465073073982077,0.3122213012489682,-0.11352548073649744,0.5326427366653192,0.32856096286913766,0.9837787612814847,-0.1414213562373095,-0.12314261949434446,-0.12892371387293283,-0.2658175646863373,0.582710950329582,1.2511976200358574,0.11910797218074287,1.1184303945457101,-0.6928367646646263,1.1506590433300663,0.8,0.0,1.0,0.8,1
578,2005,1,1,1,MIL,Andrew Bogut,14,706.0,19862.0,2019,50.6,0.122,1.2,16.0,0.0,0,98.0,0,97.0,0,0.0,0,100.0,0,20.0,118.0,55.0,,,,"2011,2015,2016",,2015,,first,True,True,False,1,1.2174892315619603,0.7171519110028636,0.8674922397156599,0.7089773532469584,0.3400658696424458,0.0,-0.1334444307291536,0.9146091117401695,0.0,0.19450702866756825,-0.3765353639032947,0.004131624568822943,1.4204145957477308,1,0.6167304902884658,0.2035539566887072,-0.02212624404885773,-0.15013417253675596,0.0051635214732346675,0.0,-0.9814678179691266,-0.5214692379587427,0.0,1.2606328282028456,-0.6078228815876637,-0.19156315000622773,-0.5733705539391762,0.803618517648607,1.2602233001184702,0.7853367185401801,1.192442423565778,0.6902667418681759,1.527589825740667,0.8095093882359915,2.1882609293439015,0.6144590553149081,1.3052409468113642,0.46465073073982077,0.3122213012489682,-0.055527954322004636,0.46652413462903947,0.35966276338325126,1.0065724298244312,-0.1414213562373095,-0.12314261949434446,0.24763160255783614,-0.12045245425288735,0.5847655628870614,1.2886306353158319,0.19503821848706623,0.7839146501324745,-0.690398678731454,1.06481885125566,0.8,0.0,1.0,0.8,1
638,2006,1,1,1,TOR,Andrea Bargnani,10,550.0,15806.0,2016,18.9,0.057,-1.6,1.5,0.0,0,264.0,0,0.0,0,0.0,0,1.0,0,2.0,0.0,57.0,,,,2011,,,,first,True,True,False,1,0.7110679726059257,0.6112783256273827,0.7693785258330075,0.02943461611986671,-0.09979806849394268,0.0,0.7531049780485781,0.0,0.0,-0.7250233947911401,-0.8001259021065339,0.0,1.7758098101475959,0,-0.13082161915209864,-0.20600430526449579,-0.3144521263360465,-0.6569769062337919,-1.1135994643942444,0.0,-0.20504931919446479,0.0,0.0,-0.6609638896655115,-0.6180959443750609,0.0,-0.5489896946074518,0.7288633067045505,1.2691987066308656,0.7554074609359076,1.2453262774590346,0.7251065671881038,1.6584823662525217,0.8034336709235349,2.233330964351367,0.5559391452849167,1.2312566266544083,0.46465073073982077,0.3122213012489682,-0.0965378181608976,0.6171451302387551,0.35966276338325126,1.0065724298244312,-0.1414213562373095,-0.12314261949434446,0.11543882462473384,-0.26545713321111536,0.46114637401204917,1.1286054548945252,0.1950382184870662,0.7839146501324745,-0.5563039524069692,1.5741727049819425,1.0,0.0,1.0,0.6,1
698,2007,1,1,1,POR,Greg Oden,3,105.0,2028.0,2010,7.3,0.174,-0.4,0.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3.0,,,,,,,,none,True,False,False,0,-0.8070206447975169,-0.8358773927342613,-0.7439876835615112,-0.4834558684459678,1.275235370979858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6923600692351535,0,-1.4390378106730866,-1.3742955012207478,-1.307466427655792,-0.842446171561414,0.9001739101672179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2072728965640136,0.5419752793444094,1.056379475961905,0.5553540022126123,1.0140355768206861,0.5263307330293102,1.3660628924263885,0.6160457580235582,1.7790572049123274,0.4664381064155184,0.9711384079108194,0.5746613373243171,0.440568840499777,-0.1874255547162544,0.3458311753093326,0.4978858478994873,1.1104353330909063,-0.1414213562373095,-0.12314261949434446,0.16999133112881162,-0.19994808741016923,0.4686799533894737,0.8775504294337624,0.32496234131441926,0.8257585012716687,-0.6855225068651091,1.149846815051771,0.8,0.0,0.8,0.6,1
758,2008,1,1,1,CHI,Derrick Rose,15,723.0,22054.0,2023,44.6,0.097,1.2,18.2,1197.0,2011,574.0,2009,0.0,0,93.0,0,77.0,0,653.0,15.0,58.0,2011,,,"2009,2010,2011,2012",,,"2011,2012,2021",first,True,True,False,1,1.0994739456014675,0.5803962620041229,0.8820820441099049,0.4978455481235989,0.33954987505086626,0.6474611815649057,2.716657290216961,0.0,0.02499864689576777,-0.07062719548442267,0.503218724053054,-0.6707191763967177,1.4161980755506147,1,0.8036185176486069,0.2481853057477101,0.13585657990911018,-0.24606655115449147,-0.4251299346296419,-0.15528846365098797,1.2448888411678556,0.0,0.7071067811865476,0.8142012674859546,-0.24655350689753122,-0.6166074635687986,-0.5367992649415896,0.24295443556818358,0.7926180901746748,0.09643871894710032,0.6178884950341896,-0.023610936646272913,0.8310659860722881,-0.1178369384021184,0.87990765405312,0.046471693259110824,0.7183832380892561,-0.040642835667385066,0.2709135925502906,-0.12568625240405237,0.6432642629872493,0.4477309815745583,0.711311126433414,0.0,-0.1181428901151909,0.20104743970042144,-0.2286944351752711,-0.10273062787397133,0.43200590668290556,-0.0637675066233883,0.06663807454827861,-0.6806463349987641,1.1217458186419442,0.8,0.0,0.8,0.6,1
818,2009,1,1,1,LAC,Blake Griffin,13,765.0,24384.0,2022,81.1,0.16,3.3,32.8,442.0,0,590.0,2011,0.0,0,0.0,0,39.0,0,805.0,1.0,58.0,,"2012,2013,2014",2019,"2011,2012,2013,2014,2016,2017,2019",,,"2011,2014,2015",first,True,True,False,1,0.9898784046880643,0.8803474882264982,1.16614626947238,1.4233635667773752,1.5466190974629739,-0.5734193518208344,1.6589603866299427,0.0,0.0,0.3068895111303702,-0.018689104218175063,-0.5480895597389648,1.475105802563782,1,0.42984246292832473,0.35845099165818783,0.30378540282063626,0.33752208543673273,0.6592095747496073,-0.4047003881697978,1.3197243591220398,0.0,0.0,0.07661868891022154,-0.15980319891506653,-0.6743804770627403,-0.5367992649415896,0.05606640820804247,0.6421777819319802,-0.1540219104781277,0.39065931882532123,-0.24088056306218988,0.5882222791138882,-0.31162034320994414,0.43523304316436634,0.005163521473234733,0.6803344289284403,-0.11199777036415717,0.014808365948814272,0.2756192126252608,0.9990556448332656,-0.10429384759174853,0.1829218223480339,0.1414213562373095,0.004999729379153554,0.2980977789867021,-0.05885081009552484,-0.3264551063550645,-0.13842632923499001,-0.2965102181275533,-0.2429354223133719,-0.6806463349987641,1.0790336429549139,0.8,0.0,0.8,0.6,1
878,2010,1,1,1,WAS,John Wall,11,647.0,22588.0,2021,44.5,0.094,2.2,24.1,7.0,0,295.0,0,0.0,0,0.0,0,2.0,0,252.0,119.0,57.0,,,2017,"2014,2015,2016,2017",,2015,2017,first,True,True,False,1,1.1857586728316765,1.151202148714011,1.8425401744725909,1.273875819852972,0.43378908856123316,-0.7071067811865475,1.4621680654119171,0.0,0.0,-0.9530754853253476,-0.16789588401046104,0.016584876098284247,1.5638466930142696,0,0.05606640820804247,0.0486569217192266,0.1743432715120093,-0.24766542413145376,-0.4767651493619871,-0.5484012983230193,-0.06005550315823276,0.0,0.0,-0.6415538218082553,-0.47541451677232294,-0.1874365061852319,-0.5489896946074518,-0.05606640820804219,0.6358316701859235,-0.1850013174720238,0.47746936636755066,-0.2015866599500165,0.7832318660652744,-0.33112659352888363,0.5482127364855691,-0.09122221269380962,0.6990790727121977,-0.22167803002876102,-0.1266129902884952,0.45990167558743955,1.3181781440614797,0.0,0.0,0.1414213562373095,0.004999729379153554,-0.08233955101551811,-0.288367312894108,-0.2999734333919963,-0.09669843325642329,-0.29568488936335424,-0.24044477200747966,-0.6757701631324193,1.1077200624082217,0.8,0.0,0.8,0.4,1
938,2011,1,1,1,CLE,Kyrie Irving,14,779.0,26879.0,2026,91.0,0.163,4.5,43.7,0.0,0,592.0,2012,0.0,0,0.0,0,3.0,0,435.0,1.0,58.0,,2019,"2015,2021","2013,2014,2015,2017,2018,2019,2021,2022",,,,first,False,True,False,1,1.3252265369779164,1.067402186491636,1.6387465434799655,2.056388573879264,1.3669782718532475,0.0,2.8405895221499784,0.0,0.0,-0.41108087411816735,0.03842216185696066,-0.5281068346806828,0.3837582715353913,1,0.6167304902884658,0.39520622029501373,0.4836061810027211,0.4958105101559964,0.7108447894819525,0.0,1.3290787988663129,0.0,0.0,-0.6221437539509992,-0.37097171176711874,-0.6743804770627403,-0.5367992649415896,0.09344401368007069,0.7586633830603217,-0.06475921236012191,0.5686941385404014,-0.04197499848226297,0.957105469594666,-0.10056911025092599,0.9536035280374484,0.27366663808142977,0.9924343407816358,-0.22167803002876102,-0.1266129902884952,0.766727299199595,1.73567505288176,0.0,0.0,0.1414213562373095,0.004999729379153554,-0.07457552387261565,-0.22557880875951347,-0.2505485868704079,0.07101117953627563,-0.43056098477590227,-0.3460661389436162,-0.6733320771992469,0.8293097546857808,0.8,0.0,0.8,0.6,1
998,2012,1,1,1,NOP,Anthony Davis,14,807.0,27741.0,2026,120.3,0.208,5.8,54.9,732.0,0,306.0,0,558.0,0,0.0,0,182.0,0,2332.0,813.0,57.0,"2015,2017,2018,2020",2024,,"2014,2015,2016,2017,2018,2019,2020,2021,2023,2024","2018,2020,2024","2015,2017","2015,2017,2018,2020",first,False,True,False,1,1.7880828330499992,1.5428668692360674,2.0900677036041717,3.669468386339858,1.378751904928852,1.026217950001866,0.7957098211837894,0.23526553927579835,0.0,1.7262626996293782,1.6427490530277702,1.488636631456022,1.549817099195458,1,0.6167304902884658,0.4687166775686656,0.5457326382343672,0.9642802924059382,1.48537301046713,-0.3088997814009834,-0.008606084564731074,0.29318587778025434,0.0,2.8522583924978484,0.711694960882457,2.676454305585877,-0.5489896946074518,0.5045976738723812,1.2776840786298247,0.30384322339776076,1.044442990934467,0.32866481469576886,1.5239165470278024,0.2607761825425444,1.7841883789946138,0.3907064581414122,1.0131376475714347,-0.28345798630895774,0.07863059971187798,0.7650060822866489,1.894817017118518,0.05863717555605087,0.04705310785515967,0.1414213562373095,0.004999729379153554,0.49587615462695406,0.11967373116636218,-0.10820959469391649,0.39956099014182966,0.10472987634127318,-0.0483388126524118,-0.5416754368079345,1.277745188371903,1.0,0.0,1.0,0.8,1
1058,2013,1,1,1,CLE,Anthony Bennett,4,151.0,1905.0,2017,0.5,0.013,-4.8,-1.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,,,,,,,,none,True,False,False,0,-0.6556031291183417,-0.7255630991808424,-0.7736454008985243,-0.7055620439245752,-0.6679275180388276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7785521200956782,0,-1.2521497833129454,-1.2535283214140343,-1.3163313397665721,-0.9511695339948475,-1.8709159471353074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2316537558957381,0.09344401368007071,0.926668663685863,0.003500497965411897,0.783251118697474,0.03822723076063239,1.1927710580261166,0.11975558597447325,1.5435068605849787,0.1015492556402791,0.8116421689534958,-0.25240029357876015,-0.05086163660110317,0.5160283140530778,1.3514855590751256,0.05863717555605087,0.04705310785515967,0.0,0.0,0.33303590112976317,0.1337991702632467,-0.05889889331441025,0.2989172453312189,0.2280513690550329,0.08580502262693175,-0.6806463349987643,0.8387951492426445,0.8,0.0,0.8,0.6,1
1118,2014,1,1,1,CLE,Andrew Wiggins,12,816.0,27452.0,2026,36.2,0.063,-1.2,5.3,0.0,0,604.0,2015,0.0,0,0.0,0,1.0,0,0.0,1.0,260.0,,,,,,,,first,False,True,False,1,1.2999532577525703,1.6914114991741427,2.2689897334438505,0.7273704180315241,-0.02438075639792,0.0,2.2032791509522456,0.0,0.0,-0.4931965223424734,0.0,-0.47592605387598097,1.9169537420696716,1,0.24295443556818358,0.49234503883519654,0.5249036983968431,-0.38037188121932114,-1.0103290349295542,0.0,1.385205437331951,0.0,0.0,-0.6609638896655115,0.0,-0.6743804770627403,1.9256675275625856,0.056066408208042505,0.9886836342987643,0.030279307400813638,0.945463920887003,0.08245088987587379,1.4133397508204109,-0.02382320735673754,1.4043082308358086,-0.2323584662955532,0.49744219818131696,-0.17146021594480054,0.0638222337630637,0.52912452969506,1.460349311939586,0.05863717555605087,0.04705310785515967,0.0,0.0,0.18551938541461657,-0.026218036431322023,-0.02693825353139694,0.3026550661748539,0.2280513690550329,0.10023772379952851,-0.18815297649792914,0.9271647371438224,0.8,0.0,0.8,0.6,1
1178,2015,1,1,1,MIN,Karl-Anthony Towns,11,695.0,23544.0,2026,90.6,0.185,4.2,36.8,0.0,0,650.0,2016,0.0,0,0.0,0,1.0,0,509.0,2.0,260.0,,,"2018,2022,2025","2016,2018,2019,2022,2025",,,,first,False,True,False,1,1.1322776756981818,1.291590551072204,2.1274094722490244,3.6057533561650987,1.9201128941891945,0.0,2.297383144775259,0.0,0.0,-0.3550484867064617,0.9941737355992173,-0.48168075129924776,2.0861380040976836,0,0.05606640820804247,0.1746748484740583,0.24324453962506465,0.4894150182481473,1.0895030308524838,0.0,1.6003575514502308,0.0,0.0,-0.6609638896655115,-0.32873800919670826,-0.6702538332417445,1.9256675275625856,0.056066408208042505,0.9779874348720652,0.05548289275177998,0.9735416013586417,0.09623114349848486,1.4703136103756975,0.12359288111918268,1.8706837380982342,0.08089516974734097,0.7947069593069094,-0.06177995628019668,0.2052435900003732,0.8612071406167526,1.6273923278122546,0.05863717555605087,0.04705310785515967,0.0,0.0,0.18163737184316534,0.09338736329245514,0.002397047983725997,0.5350689900967895,0.1314879036437304,0.0005845983200221117,0.3067784679360783,1.0316229993605053,0.8,0.0,0.8,0.6,1
1238,2016,1,1,1,PHI,Ben Simmons,7,383.0,11910.0,2025,35.4,0.143,3.0,15.0,3.0,0,481.0,2018,319.0,0,0.0,0,0.0,0,104.0,403.0,200.0,,,2020,"2018,2019,2020","2020,2021",,2021,first,True,True,False,1,0.5447855915563828,0.5466487403734659,0.8732148971776599,1.2102880741317856,0.9724906321040276,-1.0121143121531908,1.431778730203163,1.4931051792281227,0.0,0.0,-0.16005299853894764,2.3362350495155044,2.3717946703584945,0,-0.691485701232522,-0.6444416754323476,-0.5952464156336026,-0.3931628650350193,0.36661002459965086,-0.5497226860025892,0.8099073930591594,-0.12916243601935584,0.0,0.0,-0.5598819219131438,0.984530338977585,1.1942417476108507,-0.20557683009615504,0.8218992457877586,-0.1524466863936923,0.8693909121350074,-0.1195393758287799,1.3172072811152362,-0.05420179391902047,1.7014636381487385,0.012048216770880638,0.7158094313570652,-0.17172449348071453,0.0028207275697350377,0.757372859455322,1.3456301694228914,0.0328046883521797,0.3456741437007842,0.0,0.0,0.3060661226333652,0.17560353811608861,-0.03538499404547901,0.4953739580176079,0.46327006685179545,0.5734529751592595,0.6529866704465663,1.429230279125126,0.8,0.0,0.8,0.4,1
